1,1,0.0055248618784530384,Atlas32016@0,(Offer  bid:Bid[Pie: a1000, ])
1,2,0.0055248618784530384,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
2,1,0.011049723756906077,Atlas32016@0,(Offer  bid:Bid[Pie: a993, ])
2,2,0.011049723756906077,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
3,1,0.016574585635359115,Atlas32016@0,(Offer  bid:Bid[Pie: a993, ])
3,2,0.016574585635359115,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
4,1,0.022099447513812154,Atlas32016@0,(Offer  bid:Bid[Pie: a998, ])
4,2,0.022099447513812154,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
5,1,0.027624309392265192,Atlas32016@0,(Offer  bid:Bid[Pie: a985, ])
5,2,0.027624309392265192,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
6,1,0.03314917127071823,Atlas32016@0,(Offer  bid:Bid[Pie: a971, ])
6,2,0.03314917127071823,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
7,1,0.03867403314917127,Atlas32016@0,(Offer  bid:Bid[Pie: a974, ])
7,2,0.03867403314917127,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
8,1,0.04419889502762431,Atlas32016@0,(Offer  bid:Bid[Pie: a979, ])
8,2,0.04419889502762431,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
9,1,0.049723756906077346,Atlas32016@0,(Offer  bid:Bid[Pie: a972, ])
9,2,0.049723756906077346,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
10,1,0.055248618784530384,Atlas32016@0,(Offer  bid:Bid[Pie: a976, ])
10,2,0.055248618784530384,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
11,1,0.06077348066298342,Atlas32016@0,(Offer  bid:Bid[Pie: a960, ])
11,2,0.06077348066298342,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
12,1,0.06629834254143646,Atlas32016@0,(Offer  bid:Bid[Pie: a972, ])
12,2,0.06629834254143646,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
13,1,0.0718232044198895,Atlas32016@0,(Offer  bid:Bid[Pie: a937, ])
13,2,0.0718232044198895,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
14,1,0.07734806629834254,Atlas32016@0,(Offer  bid:Bid[Pie: a972, ])
14,2,0.07734806629834254,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
15,1,0.08287292817679558,Atlas32016@0,(Offer  bid:Bid[Pie: a976, ])
15,2,0.08287292817679558,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
16,1,0.08839779005524862,Atlas32016@0,(Offer  bid:Bid[Pie: a961, ])
16,2,0.08839779005524862,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
17,1,0.09392265193370165,Atlas32016@0,(Offer  bid:Bid[Pie: a959, ])
17,2,0.09392265193370165,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a4, ])
18,1,0.09944751381215469,Atlas32016@0,(Offer  bid:Bid[Pie: a979, ])
18,2,0.09944751381215469,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
19,1,0.10497237569060773,Atlas32016@0,(Offer  bid:Bid[Pie: a979, ])
19,2,0.10497237569060773,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
20,1,0.11049723756906077,Atlas32016@0,(Offer  bid:Bid[Pie: a967, ])
20,2,0.11049723756906077,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a3, ])
21,1,0.11602209944751381,Atlas32016@0,(Offer  bid:Bid[Pie: a922, ])
21,2,0.11602209944751381,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
22,1,0.12154696132596685,Atlas32016@0,(Offer  bid:Bid[Pie: a901, ])
22,2,0.12154696132596685,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a5, ])
23,1,0.1270718232044199,Atlas32016@0,(Offer  bid:Bid[Pie: a980, ])
23,2,0.1270718232044199,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a6, ])
24,1,0.13259668508287292,Atlas32016@0,(Offer  bid:Bid[Pie: a876, ])
24,2,0.13259668508287292,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
25,1,0.13812154696132597,Atlas32016@0,(Offer  bid:Bid[Pie: a973, ])
25,2,0.13812154696132597,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a0, ])
26,1,0.143646408839779,Atlas32016@0,(Offer  bid:Bid[Pie: a926, ])
26,2,0.143646408839779,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a4, ])
27,1,0.14917127071823205,Atlas32016@0,(Offer  bid:Bid[Pie: a944, ])
27,2,0.14917127071823205,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a8, ])
28,1,0.15469613259668508,Atlas32016@0,(Offer  bid:Bid[Pie: a989, ])
28,2,0.15469613259668508,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a4, ])
29,1,0.16022099447513813,Atlas32016@0,(Offer  bid:Bid[Pie: a992, ])
29,2,0.16022099447513813,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a2, ])
30,1,0.16574585635359115,Atlas32016@0,(Offer  bid:Bid[Pie: a957, ])
30,2,0.16574585635359115,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a1, ])
31,1,0.1712707182320442,Atlas32016@0,(Offer  bid:Bid[Pie: a859, ])
31,2,0.1712707182320442,AgentBuyogMain@1,(Offer  bid:Bid[Pie: a4, ])
